1,"Citizens Private Bank(Providence, RI)Type: Money Market Account,",Bank Deposit,Spouse,"$100,001 - $250,000","Interest,","$1,001 - $2,500"
2,"PNC Bank(Pittsburgh, PA)Type: Checking, Money Market Account,",Bank Deposit,Joint,"$15,001 - $50,000","None,",None (or less than $201)
3,"Fulton Bank(Lancaster, PA)Type: Checking,",Bank Deposit,Self,"$250,001 - $500,000","None,",None (or less than $201)
4,Charles Schwab - Brokerage AccountFiler comment:  Previously reported as TD Ameritrade - Brokerage Account,Brokerage/Managed Account,Self,,,
4.1,"Charles Schwab One Account(Westlake, TX)Type: Money Market Account,",Bank Deposit,Self,"$1,001 - $15,000","None,",None (or less than $201)
5,Citizens Securities Inc. - DC 1,Brokerage/Managed Account,Child,,,
5.1,Bank of America Corp BondRate/Coupon: 5.875%  Matures: 3/15/2028,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.2,"Citizens Securities Inc.(Johnston, RI)Type: Brokerage Sweep Account,",Bank Deposit,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.3,JPMorgan Chase & Co BondRate/Coupon: 4.6%  Matures: 2/1/2025,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.4,Wells Fargo & CO BondRate/Coupon: 5.9%  Matures: 6/15/2024,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.5,Western Digital Corp Bond Rate/Coupon: 1.5%  Matures: 2/1/2024,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.6,JPMorgan Chase &Co NoteRate/Coupon: 0.563%  Matures: 2/16/2025,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.7,First Horizon Corporation NoteRate/Coupon: 4.0%  Matures: 5/26/2025,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.8,Steel Dynamics Inc Ser B NoteRate/Coupon: 5.0%  Matures: 12/15/2026,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.9,Verisign Inc Ser B NoteRate/Coupon: 4.75%  Matures: 7/15/2027,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.10,Concentrix Corp NoteRate/Coupon: 6.6%  Matures: 8/2/2028,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.11,Kyndryl Hldgs Inc Ser B NoteRate/Coupon: 2.7%  Matures: 10/15/2028,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.12,Cheniere Energy Partners L P Note Rate/Coupon: 4.5%  Matures: 10/1/2029,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.13,Phillips 66 Partners LP NoteRate/Coupon: 3.15%  Matures: 12/15/2029,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.14,Paramount Global NoteRate/Coupon: 4.95%  Matures: 1/15/2031,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.15,Yamana Gold Inc Ser B Note Rate/Coupon: 2.63%  Matures: 8/15/2031,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.16,Autodesk Inc Note Rate/Coupon: 2.4%  Matures: 12/15/2031,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
5.17,Ford Mtr Co DEL Note Rate/Coupon: 3.25%  Matures: 2/12/2032,Corporate SecuritiesCorporate Bond,Child,"$1,001 - $15,000","None,",None (or less than $201)
